window_end,portfolio,AE_H1_mean
2010-10-31 23:59:59.999999999,ME5 BM4,0.6115415053336134
2010-11-30 23:59:59.999999999,ME5 BM4,0.6088956338950896
2011-01-31 23:59:59.999999999,ME5 BM4,0.6196575217944615
2011-01-31 23:59:59.999999999,ME5 BM4,0.6204406435149147
2011-02-28 23:59:59.999999999,ME5 BM4,0.6189326469133324
2011-04-30 23:59:59.999999999,ME5 BM4,0.6622999932003493
2011-05-31 23:59:59.999999999,ME5 BM4,0.6325095642927873
2011-07-31 23:59:59.999999999,ME5 BM4,0.6412337765920185
2011-08-31 23:59:59.999999999,ME5 BM4,0.6445962318443162
2011-10-31 23:59:59.999999999,ME5 BM4,0.6472727629417699
2011-11-30 23:59:59.999999999,ME5 BM4,0.6450299528201058
2012-01-31 23:59:59.999999999,ME5 BM4,0.6762216448648853
2012-01-31 23:59:59.999999999,ME5 BM4,0.6471975777471027
2012-02-29 23:59:59.999999999,ME5 BM4,0.6494641670144667
2012-04-30 23:59:59.999999999,ME5 BM4,0.660616190763241
2012-05-31 23:59:59.999999999,ME5 BM4,0.647787871206391
2012-07-31 23:59:59.999999999,ME5 BM4,0.6584047005362146
2012-08-31 23:59:59.999999999,ME5 BM4,0.6614585454108506
2012-10-31 23:59:59.999999999,ME5 BM4,0.6458695777728646
2012-11-30 23:59:59.999999999,ME5 BM4,0.645182998161069
2013-01-31 23:59:59.999999999,ME5 BM4,0.6558440864838254
2013-01-31 23:59:59.999999999,ME5 BM4,0.6466138821204593
2013-02-28 23:59:59.999999999,ME5 BM4,0.6435623223971428
2013-04-30 23:59:59.999999999,ME5 BM4,0.6472524633533356
2013-05-31 23:59:59.999999999,ME5 BM4,0.640384053630557
2013-07-31 23:59:59.999999999,ME5 BM4,0.6454070921425543
2013-08-31 23:59:59.999999999,ME5 BM4,0.6429231641997276
2013-10-31 23:59:59.999999999,ME5 BM4,0.6455961720258052
2013-11-30 23:59:59.999999999,ME5 BM4,0.6662031443589117
2014-01-31 23:59:59.999999999,ME5 BM4,0.6622938000516719
2014-01-31 23:59:59.999999999,ME5 BM4,0.657040747157525
2014-02-28 23:59:59.999999999,ME5 BM4,0.6584286718951672
2014-04-30 23:59:59.999999999,ME5 BM4,0.6588553212691468
2014-05-31 23:59:59.999999999,ME5 BM4,0.688214918479184
2014-07-31 23:59:59.999999999,ME5 BM4,0.666800857437011
2014-08-31 23:59:59.999999999,ME5 BM4,0.6799908607250063
2014-10-31 23:59:59.999999999,ME5 BM4,0.7186798121355689
2014-11-30 23:59:59.999999999,ME5 BM4,0.693068947004925
2015-01-31 23:59:59.999999999,ME5 BM4,0.6747040067796803
2015-01-31 23:59:59.999999999,ME5 BM4,0.710157596480408
2015-02-28 23:59:59.999999999,ME5 BM4,0.6615746937556647
2015-04-30 23:59:59.999999999,ME5 BM4,0.6713957534141488
2015-05-31 23:59:59.999999999,ME5 BM4,0.6686519163994025
2015-07-31 23:59:59.999999999,ME5 BM4,0.6580898393546342
2015-08-31 23:59:59.999999999,ME5 BM4,0.6580421014506631
2015-10-31 23:59:59.999999999,ME5 BM4,0.7075175093310843
2015-11-30 23:59:59.999999999,ME5 BM4,0.6567379280761194
2016-01-31 23:59:59.999999999,ME5 BM4,0.6703051410507356
2016-01-31 23:59:59.999999999,ME5 BM4,0.6651828580910552
2016-02-29 23:59:59.999999999,ME5 BM4,0.7055824152798038
2016-04-30 23:59:59.999999999,ME5 BM4,0.6731785129289444
2016-05-31 23:59:59.999999999,ME5 BM4,0.6670298276585134
2016-07-31 23:59:59.999999999,ME5 BM4,0.6667265687570698
2016-08-31 23:59:59.999999999,ME5 BM4,0.6773414138266903
