portfolio,window_start,window_end,window_length,model_type,factor_model,AE,u_hat,convergence_status,message,log_likelihood,AIC,BIC,sigma_v,sigma_u,lambda,rank,quintile
ME2 BM1,1978-07-31 23:59:59.999999,1988-06-30 23:59:59.999999,120,half_normal,ff3,0.9997819663754043,0.00021805739989792574,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,359.81749100530004,-707.6349820106001,-690.9100315539079,0.01206423435869084,0.00027329445871799674,0.022653278326039875,11,3
ME2 BM1,1979-07-31 23:59:59.999999,1989-06-30 23:59:59.999999,120,half_normal,ff3,0.9997819721403967,0.00021805163440148886,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,375.5406437289938,-739.0812874579876,-722.3563370012954,0.010582374800842915,0.0002732872424586828,0.02582475555835678,11,3
ME2 BM1,1980-07-31 23:59:59.999999,1990-06-30 23:59:59.999999,120,half_normal,ff3,0.9997819709733075,0.00021805280158156847,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,372.4726252582944,-732.9452505165888,-716.2203000598965,0.010856485177913072,0.00027328870345326764,0.025172852813289757,11,3
ME2 BM1,1981-07-31 23:59:59.999999,1991-06-30 23:59:59.999999,120,half_normal,ff3,0.9997819734704972,0.00021805030414308256,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,377.9088889447106,-743.8177778894212,-727.092827432729,0.01037552718518228,0.00027328556744749016,0.026339439198596153,11,3
ME2 BM1,1982-07-31 23:59:59.999999,1992-06-30 23:59:59.999999,120,half_normal,ff3,0.9997819678804968,0.00021805589478567084,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,366.980315885451,-721.960631770902,-705.2356813142097,0.011365250136642076,0.00027329258195324006,0.024046332343547153,11,3
ME2 BM1,1983-07-31 23:59:59.999999,1993-06-30 23:59:59.999999,120,half_normal,ff3,0.9997819685077575,0.00021805526741343334,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,367.4840175243505,-722.968035048701,-706.2430845920088,0.011317422106416312,0.000273291806036262,0.02414788486870359,11,3
ME2 BM1,1984-07-31 23:59:59.999999,1994-06-30 23:59:59.999999,120,half_normal,ff3,0.9997819688494501,0.00021805492564820066,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,367.58175512230576,-723.1635102446115,-706.4385597879193,0.011308931551096444,0.0002732914723250699,0.024165985185273603,11,3
ME2 BM1,1985-07-31 23:59:59.999999,1995-06-30 23:59:59.999999,120,half_normal,ff3,0.9997819704226342,0.00021805335229943017,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,371.10675547859626,-730.2135109571925,-713.4885605005003,0.0109808015705237,0.00027328940231709237,0.024887928313967207,11,3
ME2 BM1,1986-07-31 23:59:59.999999,1996-06-30 23:59:59.999999,120,half_normal,ff3,0.9997819691758176,0.00021805459921336138,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,367.42132581826615,-722.8426516365323,-706.1177011798401,0.011323293994497479,0.00027329094990394666,0.024135286961263356,11,3
ME2 BM1,1987-07-31 23:59:59.999999,1997-06-30 23:59:59.999999,120,half_normal,ff3,0.9997819660669282,0.0002180577084137644,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,358.927777477791,-705.855554955582,-689.1306044988897,0.012153932729540467,0.00027329482421431197,0.02248612282920255,11,3
ME2 BM1,1988-07-31 23:59:59.999999,1998-06-30 23:59:59.999999,120,half_normal,ff3,0.9997819682261039,0.00021805554904017355,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,365.08454958880645,-718.1690991776129,-701.4441487209207,0.011546113654281924,0.00027329218450328983,0.02366962535501617,11,3
ME2 BM1,1989-07-31 23:59:59.999999,1999-06-30 23:59:59.999999,120,half_normal,ff3,0.9997819637346801,0.0002180600409086215,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,352.2996951365126,-692.5993902730252,-675.8744398163329,0.01284430222950719,0.0002732977548647885,0.021277742455868262,11,3
ME2 BM1,1990-07-31 23:59:59.999999,2000-06-30 23:59:59.999999,120,half_normal,ff3,0.9997819581722936,0.00021806560390726077,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,332.96288495419253,-653.9257699083851,-637.2008194516928,0.015090553839579995,0.0002733046842598931,0.018110977712631107,11,3
ME2 BM1,1991-07-31 23:59:59.999999,2001-06-30 23:59:59.999999,120,half_normal,ff3,0.999781956017053,0.0002180677593547707,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,322.6131702824822,-633.2263405649644,-616.5013901082722,0.016449670341000814,0.00027330731866612276,0.01661475962742573,11,3
ME2 BM1,1992-07-31 23:59:59.999999,2002-06-30 23:59:59.999999,120,half_normal,ff3,0.9997819530856721,0.00021807069104162218,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,305.745949901402,-599.491899802804,-582.7669493461118,0.01893259521826364,0.0002733110711117489,0.014436006683758542,11,3
ME2 BM1,1993-07-31 23:59:59.999999,2003-06-30 23:59:59.999999,120,half_normal,ff3,0.9997819526062914,0.00021807117046513373,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,302.046977266968,-592.093954533936,-575.3690040772437,0.01952543942647633,0.00027331167955229935,0.013997722334570922,11,3
ME2 BM1,1994-07-31 23:59:59.999999,2004-06-30 23:59:59.999999,120,half_normal,ff3,0.9997819525577039,0.0002180712190573632,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,301.66201048175424,-591.3240209635085,-574.5990705068162,0.019588283607047934,0.0002733117371536989,0.013952817032696033,11,3
ME2 BM1,1995-07-31 23:59:59.999999,2005-06-30 23:59:59.999999,120,half_normal,ff3,0.9997819524442699,0.00021807133250765666,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,301.1470435054569,-590.2940870109138,-573.5691365542216,0.01967252498591336,0.0002733118815158089,0.013893075836046244,11,3
ME2 BM1,1996-07-31 23:59:59.999999,2006-06-30 23:59:59.999999,120,half_normal,ff3,0.9997819524174003,0.0002180713593813635,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,301.06191595887003,-590.1238319177401,-573.3988814610478,0.0196866566837314,0.0002733119161516545,0.013883104711096689,11,3
ME2 BM1,1997-07-31 23:59:59.999999,2007-06-30 23:59:59.999999,120,half_normal,ff3,0.9997819535393806,0.00021807023730234092,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,309.6622026763422,-607.3244053526844,-590.5994548959922,0.01832560263927465,0.0002733104616333619,0.014914132266930995,11,3
ME2 BM1,1998-07-31 23:59:59.999999,2008-06-30 23:59:59.999999,120,half_normal,ff3,0.9997819535279819,0.0002180702486923038,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,309.00082579415425,-606.0016515883085,-589.2767011316163,0.018426134078731823,0.0002733105233621572,0.014832765364364902,11,3
ME2 BM1,1999-07-31 23:59:59.999999,2009-06-30 23:59:59.999999,120,half_normal,ff3,0.9997819532895551,0.00021807048713950848,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,307.2452411681508,-602.4904823363016,-585.7655318796094,0.01869771313954852,0.00027331082316198543,0.014617339624485482,11,3
ME2 BM1,2000-07-31 23:59:59.999999,2010-06-30 23:59:59.999999,120,half_normal,ff3,0.9997819533829895,0.00021807039369360268,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,307.8480912283651,-603.6961824567302,-586.971232000038,0.018604030951041583,0.00027331070987818366,0.014690940398746317,11,3
ME2 BM1,2001-07-31 23:59:59.999999,2011-06-30 23:59:59.999999,120,half_normal,ff3,0.9997819547997615,0.00021806897680283748,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,317.81788201760685,-623.6357640352137,-606.9108135785215,0.01712287633037422,0.0002733089354556857,0.015961625265660757,11,3
ME2 BM1,2002-07-31 23:59:59.999999,2012-06-30 23:59:59.999999,120,half_normal,ff3,0.9997819585002468,0.00021806527599194694,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,337.4189307607911,-662.8378615215822,-646.11291106489,0.0145402388353629,0.0002733043099852549,0.018796411329954174,11,3
ME2 BM1,2003-07-31 23:59:59.999999,2013-06-30 23:59:59.999999,120,half_normal,ff3,0.999781960935818,0.00021806284020889062,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,347.3963314057019,-682.7926628114038,-666.0677123547116,0.013380114942689265,0.0002733012392383255,0.020425926115653737,11,3
ME2 BM1,2004-07-31 23:59:59.999999,2014-06-30 23:59:59.999999,120,half_normal,ff3,0.9997819601174648,0.00021806365864452122,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,344.4966353987543,-676.9932707975086,-660.2683203408163,0.013709262797933193,0.00027330228026319,0.01993559276611088,11,3
ME2 BM1,2005-07-31 23:59:59.999999,2015-06-30 23:59:59.999999,120,half_normal,ff3,0.9997819616905882,0.00021806208538023263,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,350.3872687941784,-688.7745375883568,-672.0495871316646,0.013053504179841018,0.0002733003039584261,0.02093693005288904,11,3
ME2 BM1,2006-07-31 23:59:59.999999,2016-06-30 23:59:59.999999,120,half_normal,ff3,0.9997819543465242,0.00021806943029248005,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,324.2884340144409,-636.5768680288818,-619.8519175721896,0.016221909768057867,0.0002733094879746228,0.016848169659579124,11,3
ME2 BM1,2007-07-31 23:59:59.999999,2017-06-30 23:59:59.999999,120,half_normal,ff3,0.999781952917422,0.00021807085953958494,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,316.80521800330973,-621.6104360066195,-604.8854855499272,0.017266284750368545,0.0002733112919169092,0.01582918942137077,11,3
ME2 BM1,2008-07-31 23:59:59.999999,2018-06-30 23:59:59.999999,120,half_normal,ff3,0.9997819527866623,0.0002180709903239233,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,316.6588372058027,-621.3176744116054,-604.5927239549131,0.01728687369783539,0.00027331144763666026,0.015810345607539404,11,3
ME2 BM1,2009-07-31 23:59:59.999999,2019-06-30 23:59:59.999999,120,half_normal,ff3,0.9997819539730292,0.00021806980386328194,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,324.0380602627027,-636.0761205254054,-619.3511700687131,0.016254145583225896,0.00027330996720142974,0.01681478523752628,11,3
ME2 BM1,2010-07-31 23:59:59.999999,2020-06-30 23:59:59.999999,120,half_normal,ff3,0.9997819535917783,0.00021807018518620237,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,323.60834888712964,-635.2166977742593,-618.491747317567,0.016314095746370834,0.0002733104328667637,0.016753023711262895,11,3
ME2 BM1,2011-07-31 23:59:59.999999,2021-06-30 23:59:59.999999,120,half_normal,ff3,0.9997819520765601,0.00021807170057105244,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,316.18065696840415,-620.3613139368083,-603.6363634801161,0.01735590695374604,0.00027331233752920907,0.015747511107174855,11,3
ME2 BM1,2012-07-31 23:59:59.999999,2022-06-30 23:59:59.999999,120,half_normal,ff3,0.9997819502783611,0.00021807349896808974,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,305.85427207184466,-599.7085441436893,-582.9835936869971,0.01891569563864494,0.0002733145904381733,0.01444909009213434,11,3
ME2 BM1,2013-07-31 23:59:59.999999,2023-06-30 23:59:59.999999,120,half_normal,ff3,0.9997819489870543,0.00021807479040606293,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,296.4467473480993,-580.8934946961986,-564.1685442395063,0.020458412197967693,0.0002733162154276407,0.013359600578132427,11,3
ME2 BM1,2014-07-31 23:59:59.999999,2024-06-30 23:59:59.999999,120,half_normal,ff3,0.9997819485562821,0.00021807522122415252,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,293.1058338021801,-574.2116676043602,-557.486717147668,0.021036014086716424,0.0002733167578186908,0.012992801615933584,11,3
ME2 BM1,2015-07-31 23:59:59.999999,2025-06-30 23:59:59.999999,120,half_normal,ff3,0.9997819480518172,0.00021807572574868893,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,289.34849873940425,-566.6969974788085,-549.9720470221163,0.021705138280420352,0.0002733173866627256,0.012592289582843995,11,3
ME2 BM2,1926-07-31 23:59:59.999999,1936-06-30 23:59:59.999999,120,half_normal,ff3,0.999291214903932,0.0007090364295236945,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,217.92440505910741,-423.84881011821483,-407.12385966152254,0.039357440488623,0.000888645633664211,0.022578847166677178,13,2
ME2 BM2,1927-07-31 23:59:59.999999,1937-06-30 23:59:59.999999,120,half_normal,ff3,0.9992912188185036,0.0007090325135303343,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,220.93543718139733,-429.87087436279467,-413.1459239061024,0.038382049384313145,0.0008886405100394595,0.02315250290941081,15,2
ME2 BM2,1928-07-31 23:59:59.999999,1938-06-30 23:59:59.999999,120,half_normal,ff3,0.9992912295214824,0.000709021808421255,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,231.42666782139906,-450.85333564279813,-434.12838518610585,0.03516866063831073,0.0008886269681633471,0.025267580625328898,16,2
ME2 BM2,1929-07-31 23:59:59.999999,1939-06-30 23:59:59.999999,120,half_normal,ff3,0.9992912288103001,0.0007090225198752651,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,230.9527444570017,-449.9054889140034,-433.1805384573111,0.0353075477632604,0.0008886278666410524,0.02516821254762197,16,2
ME2 BM2,1930-07-31 23:59:59.999999,1940-06-30 23:59:59.999999,120,half_normal,ff3,0.9992912324180285,0.0007090189110293059,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,233.63109824726928,-455.26219649453856,-438.5372460378463,0.034528056187712014,0.0008886234042584824,0.02573627080040287,16,2
ME2 BM2,1931-07-31 23:59:59.999999,1941-06-30 23:59:59.999999,120,half_normal,ff3,0.999291236760951,0.0007090145669524072,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,236.84392254799565,-461.6878450959913,-444.962894639299,0.03361552887331694,0.0008886176161635805,0.026434735550715675,18,2
ME2 BM2,1932-07-31 23:59:59.999999,1942-06-30 23:59:59.999999,120,half_normal,ff3,0.9992912446090576,0.0007090067166008023,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,241.92859143717513,-471.85718287435026,-455.132232417658,0.03222122009541951,0.0008886080953317481,0.027578350313868794,18,2
ME2 BM2,1933-07-31 23:59:59.999999,1943-06-30 23:59:59.999999,120,half_normal,ff3,0.9992913576092325,0.0007088936837593638,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,290.35025398539574,-568.7005079707915,-551.9755575140993,0.021518775847067708,0.0008884674961166599,0.04128801296276937,19,2
ME2 BM2,1934-07-31 23:59:59.999999,1944-06-30 23:59:59.999999,120,half_normal,ff3,0.9992913788472709,0.0007088724365740732,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,294.2220974850368,-576.4441949700736,-559.7192445133813,0.02083524662853566,0.0008884409556570411,0.04264124977720422,19,2
ME2 BM2,1935-07-31 23:59:59.999999,1945-06-30 23:59:59.999999,120,half_normal,ff3,0.9992914196132271,0.0007088316527790194,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,301.3930987497778,-590.7861974995556,-574.0612470428633,0.01962572109120733,0.0008883904842980255,0.04526664167748925,19,1
ME2 BM2,1936-07-31 23:59:59.999999,1946-06-30 23:59:59.999999,120,half_normal,ff3,0.9992914734324352,0.0007087778118312103,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,310.3324550384718,-608.6649100769436,-591.9399596202513,0.01821608878053764,0.000888323905988068,0.04876589682287712,19,1
ME2 BM2,1937-07-31 23:59:59.999999,1947-06-30 23:59:59.999999,120,half_normal,ff3,0.9992915231266475,0.0007087280983483816,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,317.50611468402445,-623.0122293680489,-606.2872789113567,0.0171578423860899,0.000888261043389082,0.051769973368516756,20,1
ME2 BM2,1938-07-31 23:59:59.999999,1948-06-30 23:59:59.999999,120,half_normal,ff3,0.999291559261666,0.0007086919456508497,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,320.9250367430138,-629.8500734860276,-613.1251230293353,0.016675349924492013,0.0008882158319620588,0.05326519899036643,21,1
ME2 BM2,1939-07-31 23:59:59.999999,1949-06-30 23:59:59.999999,120,half_normal,ff3,0.9992917039446024,0.0007085472179351525,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,341.077436394756,-670.154872789512,-653.4299223328197,0.014094626749432253,0.000888035225775654,0.06300523182080185,21,1
ME2 BM2,1940-07-31 23:59:59.999999,1950-06-30 23:59:59.999999,120,half_normal,ff3,0.9992918524101778,0.0007083986958060112,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,354.5336861750932,-697.0673723501864,-680.3424218934941,0.012597271976155832,0.0008878514603482215,0.07047966115431582,21,1
ME2 BM2,1941-07-31 23:59:59.999999,1951-06-30 23:59:59.999999,120,half_normal,ff3,0.9992919005264592,0.0007083505438975721,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,354.5709428688489,-697.1418857376977,-680.4169352810055,0.012593450541360515,0.0008877922013276531,0.07049634239733488,21,1
ME2 BM2,1942-07-31 23:59:59.999999,1952-06-30 23:59:59.999999,120,half_normal,ff3,0.9992921143979624,0.0007081366170818216,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,372.85874709605537,-733.7174941921107,-716.9925437354185,0.010809693980600686,0.0008875205031475384,0.08210412845546805,21,1
ME2 BM2,1943-07-31 23:59:59.999999,1953-06-30 23:59:59.999999,120,half_normal,ff3,0.9992921810994758,0.0007080698918344077,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,376.8531391858671,-741.7062783717342,-724.981327915042,0.01046129169482637,0.0008874383324395743,0.08483066511551884,21,1
ME2 BM2,1944-07-31 23:59:59.999999,1954-06-30 23:59:59.999999,120,half_normal,ff3,0.9992922885370817,0.0007079624270072075,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,383.74750859858386,-755.4950171971677,-738.7700667404755,0.009871181934571973,0.0008873000684341799,0.0898879257129865,21,1
ME2 BM2,1945-07-31 23:59:59.999999,1955-06-30 23:59:59.999999,120,half_normal,ff3,0.9992922251046802,0.0007080258677996914,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,378.96598546153996,-745.9319709230799,-729.2070204663877,0.010269777419561298,0.0008873827903007284,0.08640720767818115,21,1
ME2 BM2,1946-07-31 23:59:59.999999,1956-06-30 23:59:59.999999,120,half_normal,ff3,0.999292238794782,0.000708012172855139,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,379.35053339611187,-746.7010667922237,-729.9761163355315,0.010239037480367915,0.000887364053976287,0.08666479204492586,21,1
ME2 BM2,1947-07-31 23:59:59.999999,1957-06-30 23:59:59.999999,120,half_normal,ff3,0.9992920562458253,0.0007081947995503805,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,369.380400412986,-726.760800825972,-710.0358503692797,0.011128036048068127,0.0008875878370874596,0.07976140922382692,21,1
ME2 BM2,1948-07-31 23:59:59.999999,1958-06-30 23:59:59.999999,120,half_normal,ff3,0.9992919806944446,0.0007082703784971777,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,364.72511062458796,-717.4502212491759,-700.7252707924837,0.011569398795167794,0.0008876833077791937,0.0767268311426825,21,1
ME2 BM2,1949-07-31 23:59:59.999999,1959-06-30 23:59:59.999999,120,half_normal,ff3,0.9992918772680938,0.0007083738357729434,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,356.3357524508186,-700.6715049016371,-683.9465544449449,0.012409314759921988,0.0008878150664977928,0.07154424588899493,21,1
ME2 BM2,1950-07-31 23:59:59.999999,1960-06-30 23:59:59.999999,120,half_normal,ff3,0.999291708416046,0.0007085427555921229,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,342.6200153790335,-673.240030758067,-656.5150803013747,0.01391411164096102,0.0008880248930345271,0.06382188931274041,21,1
ME2 BM2,1951-07-31 23:59:59.999999,1961-06-30 23:59:59.999999,120,half_normal,ff3,0.999291620121465,0.0007086310823502692,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,333.71015346052326,-655.4203069210465,-638.6953564643543,0.014987832381565796,0.000888136388318133,0.059257160455736854,21,1
ME2 BM2,1952-07-31 23:59:59.999999,1962-06-30 23:59:59.999999,120,half_normal,ff3,0.9992915909650059,0.0007086602510534933,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,330.79574726801934,-649.5914945360387,-632.8665440793465,0.015357009590202444,0.0008881727602730845,0.05783500720346794,21,1
ME2 BM2,1953-07-31 23:59:59.999999,1963-06-30 23:59:59.999999,120,half_normal,ff3,0.999291566890454,0.0007086843360075538,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,328.4304592180064,-644.8609184360128,-628.1359679793205,0.01566290757320749,0.0008882030994915039,0.05670742136095076,21,1
ME2 BM2,1954-07-31 23:59:59.999999,1964-06-30 23:59:59.999999,120,half_normal,ff3,0.99929154103053,0.0007087102081819854,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,326.0760621302372,-640.1521242604744,-623.4271738037821,0.01597370353423991,0.0008882350503488798,0.05560608085939072,21,1
ME2 BM2,1955-07-31 23:59:59.999999,1965-06-30 23:59:59.999999,120,half_normal,ff3,0.9992915407705979,0.0007087104739330103,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,328.1574286552583,-644.3148573105166,-627.5899068538243,0.015698791828160207,0.0008882354401145277,0.05657985976482771,21,1
ME2 BM2,1956-07-31 23:59:59.999999,1966-06-30 23:59:59.999999,120,half_normal,ff3,0.9992915309015753,0.0007087203514869652,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,328.67228765186826,-645.3445753037365,-628.6196248470443,0.015631563010596688,0.000888247804966086,0.05682399158445895,21,1
ME2 BM2,1957-07-31 23:59:59.999999,1967-06-30 23:59:59.999999,120,half_normal,ff3,0.9992915476072715,0.0007087036418270905,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,331.81093759214104,-651.6218751842821,-634.8969247275899,0.015226328161532326,0.000888226602578677,0.058334917857785676,21,1
ME2 BM2,1958-07-31 23:59:59.999999,1968-06-30 23:59:59.999999,120,half_normal,ff3,0.9992915528303049,0.0007086984170022718,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,332.6613660858121,-653.3227321716242,-636.597781714932,0.015119924387491197,0.0008882214387869712,0.05874509792666702,22,1
ME2 BM2,1959-07-31 23:59:59.999999,1969-06-30 23:59:59.999999,120,half_normal,ff3,0.9992915916153001,0.000708659621651096,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,338.07361244397885,-664.1472248879577,-647.4222744312655,0.014448359599778079,0.0008881728617195697,0.06147222842745496,22,1
ME2 BM2,1960-07-31 23:59:59.999999,1970-06-30 23:59:59.999999,120,half_normal,ff3,0.9992916764666648,0.000708574740612327,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,347.30976631579756,-682.6195326315951,-665.8945821749029,0.013380297656563072,0.000888067813311963,0.06637130474271351,22,1
ME2 BM2,1961-07-31 23:59:59.999999,1971-06-30 23:59:59.999999,120,half_normal,ff3,0.9992917251475892,0.0007085260407032788,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,351.5636537269039,-691.1273074538078,-674.4023569971156,0.012913746139226944,0.000888007687675488,0.06876453029985355,22,1
ME2 BM2,1962-07-31 23:59:59.999999,1972-06-30 23:59:59.999999,120,half_normal,ff3,0.9992917427091347,0.0007085084669235159,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,352.17920231590256,-692.3584046318051,-675.6334541751129,0.01285226363163049,0.0008879877263298807,0.06909193211260226,22,1
ME2 BM2,1963-07-31 23:59:59.999999,1973-06-30 23:59:59.999999,120,half_normal,ff3,0.9992918019829866,0.0007084491678327598,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,356.1522224902692,-700.3044449805384,-683.5794945238462,0.012428191570773772,0.000887913206746273,0.07144347604315147,22,1
ME2 BM2,1964-07-31 23:59:59.999999,1974-06-30 23:59:59.999999,120,half_normal,ff3,0.9992917842811461,0.000708466869577799,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,353.19681029130595,-694.3936205826119,-677.6686701259197,0.012738550460799072,0.0008879360778445893,0.06970464030244852,22,1
ME2 BM2,1965-07-31 23:59:59.999999,1975-06-30 23:59:59.999999,120,half_normal,ff3,0.9992917366513399,0.0007085145117518679,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,347.41692232462265,-682.8338446492453,-666.1088941925531,0.01336821899996217,0.000887993614816177,0.066425723188608,22,1
ME2 BM2,1966-07-31 23:59:59.999999,1976-06-30 23:59:59.999999,120,half_normal,ff3,0.9992917426481519,0.0007085085085182524,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,347.0141077150232,-682.0282154300464,-665.3032649733542,0.013412904418039549,0.0008879865367558533,0.06620389656706753,22,1
ME2 BM2,1967-07-31 23:59:59.999999,1977-06-30 23:59:59.999999,120,half_normal,ff3,0.9992917967713321,0.0007084543653920854,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,351.6712975115477,-691.3425950230954,-674.6176445664032,0.012901993453038316,0.0008879181518807544,0.06882022961123553,22,1
ME2 BM2,1968-07-31 23:59:59.999999,1978-06-30 23:59:59.999999,120,half_normal,ff3,0.9992919922588347,0.0007082587451036316,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,353.05303913474313,-694.1060782694863,-677.381127812794,0.012754174377096103,0.0008876732952116212,0.06959864817323663,22,1
ME2 BM2,1969-07-31 23:59:59.999999,1979-06-30 23:59:59.999999,120,half_normal,ff3,0.9992920235914299,0.0007082273945108128,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,354.4715486592738,-696.9430973185476,-680.2181468618554,0.01260381686915164,0.0008876352700319442,0.07042590980550249,22,1
ME2 BM2,1970-07-31 23:59:59.999999,1980-06-30 23:59:59.999999,120,half_normal,ff3,0.9992920150515674,0.000708235934288397,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,352.7958425693121,-693.5916851386241,-676.8667346819319,0.012778907558256931,0.0008876449380189034,0.069461723075488,22,1
