portfolio,window_start,window_end,window_length,model_type,factor_model,AE,u_hat,convergence_status,message,log_likelihood,AIC,BIC,sigma_v,sigma_u,lambda,rank,quintile,sensitivity_window
ME2 BM4,1966-07-31 23:59:59.999999,1981-06-30 23:59:59.999999,180,half_normal,ff3,0.999841745614278,0.00015826691007074777,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,551.6122408155823,-1091.2244816311645,-1072.0667405258232,0.01129373581802536,0.0001983581537653216,0.017563555316101178,4,5,180
ME2 BM4,1976-07-31 23:59:59.999999,1991-06-30 23:59:59.999999,180,half_normal,ff3,0.999841746601819,0.00015826592246861253,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,561.5297365480778,-1111.0594730961557,-1091.9017319908144,0.010688265827566368,0.00019835690973716959,0.01855838102618878,4,5,180
ME2 BM4,1986-07-31 23:59:59.999999,2001-06-30 23:59:59.999999,180,half_normal,ff3,0.9998417431104021,0.00015826941414450794,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,526.2728067112035,-1040.545613422407,-1021.3878723170658,0.013001116058247162,0.00019836129688970182,0.015257251454491309,4,5,180
ME2 BM4,1996-07-31 23:59:59.999999,2011-06-30 23:59:59.999999,180,half_normal,ff3,0.9998417418643935,0.00015827066027389788,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,513.8897561978697,-1015.7795123957394,-996.6217712903981,0.013927105440009808,0.0001983628552061803,0.014242934833847327,5,5,180
ME2 BM4,2006-07-31 23:59:59.999999,2021-06-30 23:59:59.999999,180,half_normal,ff3,0.9998417436764424,0.0001582688481115437,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,539.4273800708224,-1066.8547601416449,-1047.6970190363036,0.012084815424910947,0.0001983605843106726,0.016414035079243612,5,5,180
ME2 BM5,1926-07-31 23:59:59.999999,1941-06-30 23:59:59.999999,180,half_normal,ff3,0.9779663522838932,0.02232064286319033,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,351.39051603114785,-690.7810320622957,-671.6232909569544,0.02994637257651022,0.028141126793348018,0.9397173805091096,17,1,180
ME2 BM5,1936-07-31 23:59:59.999999,1951-06-30 23:59:59.999999,180,half_normal,ff3,0.9932301819139443,0.006793871562848235,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,459.9549914808414,-907.9099829616828,-888.7522418563415,0.018079248469765025,0.008516901620724975,0.47108714916819044,18,1,180
ME2 BM5,1946-07-31 23:59:59.999999,1961-06-30 23:59:59.999999,180,half_normal,ff3,0.999831200588119,0.00016881366114155182,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,551.9590085173661,-1091.9180170347322,-1072.760275929391,0.011271194075964415,0.000211576657712932,0.018771450148668344,7,4,180
ME2 BM5,1956-07-31 23:59:59.999999,1971-06-30 23:59:59.999999,180,half_normal,ff3,0.9998311972183725,0.00016881703125245866,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,531.9344445301707,-1051.8688890603414,-1032.7111479550001,0.012598520263049418,0.00021158077199336044,0.01679409705073953,7,4,180
ME2 BM5,1966-07-31 23:59:59.999999,1981-06-30 23:59:59.999999,180,half_normal,ff3,0.9998311964857082,0.0001688177639747542,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,524.3618252112403,-1036.7236504224807,-1017.5659093171394,0.01313981914299008,0.00021158169083509022,0.016102328999556,7,4,180
ME2 BM5,1976-07-31 23:59:59.999999,1991-06-30 23:59:59.999999,180,half_normal,ff3,0.9998312007920016,0.00016881345745616642,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,569.642883754744,-1127.285767509488,-1108.1280264041468,0.010217335480184084,0.00021157619795272883,0.020707570810713644,7,4,180
ME2 BM5,1986-07-31 23:59:59.999999,2001-06-30 23:59:59.999999,180,half_normal,ff3,0.9998311954931416,0.00016881875672917856,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,526.9950989469893,-1041.9901978939786,-1022.8324567886373,0.01294898900386546,0.0002115829418781066,0.0163397267396664,7,4,180
ME2 BM5,1996-07-31 23:59:59.999999,2011-06-30 23:59:59.999999,180,half_normal,ff3,0.9998311945621825,0.000168819687760218,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,516.4911997045149,-1020.9823994090298,-1001.8246583036885,0.013727193994695753,0.00021158410399230417,0.015413499953017433,8,4,180
ME2 BM5,2006-07-31 23:59:59.999999,2021-06-30 23:59:59.999999,180,half_normal,ff3,0.9998311946654729,0.00016881958442365214,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,514.0992428356852,-1016.1984856713705,-997.0407445660292,0.013910794362825489,0.00021158400491990618,0.01521005913834315,8,4,180
ME3 BM1,1926-07-31 23:59:59.999999,1941-06-30 23:59:59.999999,180,half_normal,ff3,0.9998149668042247,0.00018505031670782912,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,360.72006228181135,-709.4401245636227,-690.2823834582814,0.032616490674696186,0.0002319262098550918,0.007110703973895626,6,4,180
ME3 BM1,1936-07-31 23:59:59.999999,1951-06-30 23:59:59.999999,180,half_normal,ff3,0.9998149696069765,0.0001850475140126731,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,489.7774807682761,-967.5549615365522,-948.3972204312109,0.01592345558146229,0.00023192266419083676,0.01456484511193887,7,4,180
ME3 BM1,1946-07-31 23:59:59.999999,1961-06-30 23:59:59.999999,180,half_normal,ff3,0.9998149740583888,0.0001850430623267811,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,539.1126881702066,-1066.2253763404133,-1047.067635235072,0.012105734693740109,0.0002319170825534088,0.01915762144311104,9,3,180
ME3 BM1,1956-07-31 23:59:59.999999,1971-06-30 23:59:59.999999,180,half_normal,ff3,0.9998149709706003,0.00018504615038515985,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,515.5148155562003,-1019.0296311124007,-999.8718900070594,0.013801738113891597,0.00023192095596369117,0.016803749937137284,9,4,180
ME3 BM1,1966-07-31 23:59:59.999999,1981-06-30 23:59:59.999999,180,half_normal,ff3,0.9998149698839013,0.00018504723717466045,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,504.9728371681182,-997.9456743362364,-978.7879332308951,0.014634449136783039,0.00023192231289166637,0.015847696809355123,9,3,180
ME3 BM1,1976-07-31 23:59:59.999999,1991-06-30 23:59:59.999999,180,half_normal,ff3,0.9998149753737747,0.00018504174692816498,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,553.9301202931335,-1095.860240586267,-1076.7024994809258,0.011149047159941352,0.00023191543017849392,0.020801367762777842,9,4,180
ME3 BM1,1986-07-31 23:59:59.999999,2001-06-30 23:59:59.999999,180,half_normal,ff3,0.9998149659834111,0.00018505113820151616,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,484.0768397078424,-956.1536794156848,-936.9959383103435,0.01643531755683588,0.0002319272495731553,0.014111516176740415,9,4,180
ME3 BM1,1996-07-31 23:59:59.999999,2011-06-30 23:59:59.999999,180,half_normal,ff3,0.9998149652706414,0.0001850518510390725,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,475.57107028354125,-939.1421405670825,-919.9843994617412,0.01723126672022116,0.00023192810877329683,0.01345972484432184,10,4,180
ME3 BM1,2006-07-31 23:59:59.999999,2021-06-30 23:59:59.999999,180,half_normal,ff3,0.9998149667587556,0.00018505036281527592,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,496.07735041511125,-980.1547008302225,-960.9969597248812,0.015375477470625103,0.00023192623740894252,0.015084164888670176,10,4,180
ME3 BM2,1926-07-31 23:59:59.999999,1941-06-30 23:59:59.999999,180,half_normal,ff3,0.9998777370740533,0.00012227040072658273,False,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,410.11853764537176,-808.2370752907435,-789.0793341854022,0.024788636834803663,0.0001532432055141202,0.0061819940537821,,,180
ME3 BM2,1936-07-31 23:59:59.999999,1951-06-30 23:59:59.999999,180,half_normal,ff3,0.9998159829815187,0.00018403395243561776,False,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,491.1747797510625,-970.349559502125,-951.1918183967837,0.01580156208523405,0.0002306522618601128,0.014596801291920907,,,180
ME3 BM2,1946-07-31 23:59:59.999999,1961-06-30 23:59:59.999999,180,half_normal,ff3,0.9893361529381406,0.010736667230788867,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,541.0622098871893,-1070.1244197743786,-1050.9666786690373,0.008937974363405826,0.013434903572531265,1.5031262147648272,21,1,180
ME3 BM2,1956-07-31 23:59:59.999999,1971-06-30 23:59:59.999999,180,half_normal,ff3,0.9872254649974608,0.012881305104068137,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,516.9400337312522,-1021.8800674625045,-1002.7223263571632,0.009836837083814335,0.016121449015093655,1.6388854341829149,23,1,180
ME3 BM2,1966-07-31 23:59:59.999999,1981-06-30 23:59:59.999999,180,half_normal,ff3,0.9989594553132175,0.001041087427298964,False,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,514.9346694266037,-1017.8693388532074,-998.7115977478661,0.013824914835759646,0.0013048215153213785,0.09438188450509045,,,180
ME3 BM2,1976-07-31 23:59:59.999999,1991-06-30 23:59:59.999999,180,half_normal,ff3,0.9926442642872328,0.007386789188523702,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,547.2816761756335,-1082.563352351267,-1063.4056112459257,0.01014733295077411,0.009259069554307478,0.9124633634497162,22,1,180
ME3 BM2,1986-07-31 23:59:59.999999,2001-06-30 23:59:59.999999,180,half_normal,ff3,0.9998105415897208,0.00018947636037122608,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,458.1987213327399,-904.3974426654798,-885.2397015601385,0.018976895463240304,0.0002374735304321022,0.012513824028387919,10,3,180
ME3 BM2,1996-07-31 23:59:59.999999,2011-06-30 23:59:59.999999,180,half_normal,ff3,0.9998105409651531,0.00018947698498897927,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,446.8161488476804,-881.6322976953608,-862.4745565900195,0.02021609876195834,0.000237474188486446,0.011746786127366635,11,3,180
ME3 BM2,2006-07-31 23:59:59.999999,2021-06-30 23:59:59.999999,180,half_normal,ff3,0.9998105461969006,0.00018947175304708829,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,531.0744731886973,-1050.1489463773946,-1030.9912052720533,0.012658599030830543,0.00023746763013578377,0.01875939269088321,11,3,180
ME3 BM3,1926-07-31 23:59:59.999999,1941-06-30 23:59:59.999999,180,half_normal,ff3,0.9998101677479689,0.00018985027274947988,False,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,396.84120021953635,-781.6824004390727,-762.5246593337314,0.02668543142819856,0.0002379421052873945,0.008916554560027105,,,180
ME3 BM3,1936-07-31 23:59:59.999999,1951-06-30 23:59:59.999999,180,half_normal,ff3,0.9998184382056208,0.00018157827964396676,False,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,515.5210798297642,-1019.0421596595284,-999.884418554187,0.013801457169958745,0.00022757481113144811,0.016489187216173377,,,180
ME3 BM3,1946-07-31 23:59:59.999999,1961-06-30 23:59:59.999999,180,half_normal,ff3,0.9994938847867827,0.0005062434313175835,False,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,566.3247984180223,-1120.6495968360446,-1101.4918557307033,0.010400462434511962,0.0006344850885191108,0.06100546898892615,,,180
ME3 BM3,1956-07-31 23:59:59.999999,1971-06-30 23:59:59.999999,180,half_normal,ff3,0.9904702891478473,0.009584763447349527,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,530.3269517857448,-1048.6539035714895,-1029.4961624661482,0.010484384925481255,0.012038569850834832,1.1482380641687702,21,1,180
ME3 BM3,1966-07-31 23:59:59.999999,1981-06-30 23:59:59.999999,180,half_normal,ff3,0.98491781275287,0.015247699342055176,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,523.9032518737881,-1035.8065037475762,-1016.6487626422349,0.007192208467096691,0.01918897683907348,2.668022892670626,21,1,180
ME3 BM3,1976-07-31 23:59:59.999999,1991-06-30 23:59:59.999999,180,half_normal,ff3,0.9951681354391124,0.004844260787397783,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,545.8249768242483,-1079.6499536484966,-1060.4922125431553,0.011075289608518106,0.006071298916681454,0.5481842128996756,21,1,180
ME3 BM3,1986-07-31 23:59:59.999999,2001-06-30 23:59:59.999999,180,half_normal,ff3,0.9949862524345403,0.005026720940927905,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,479.1198988047122,-946.2397976094244,-927.0820565040831,0.016471915287016727,0.006301308328306644,0.3825486118953864,23,1,180
ME3 BM3,1996-07-31 23:59:59.999999,2011-06-30 23:59:59.999999,180,half_normal,ff3,0.9997213105265479,0.0002787283172056852,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,454.95261812922365,-897.9052362584473,-878.747495153106,0.01932376219022681,0.00034933421108904433,0.01807796057776594,16,2,180
ME3 BM3,2006-07-31 23:59:59.999999,2021-06-30 23:59:59.999999,180,half_normal,ff3,0.9997213225644899,0.00027871627806300636,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,508.57834387619033,-1005.1566877523807,-985.9989466470394,0.014343106510668125,0.00034931903522096656,0.02435448938213976,16,2,180
ME3 BM4,1926-07-31 23:59:59.999999,1941-06-30 23:59:59.999999,180,half_normal,ff3,0.9717836219337153,0.02877031056409957,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,380.3806825689928,-748.7613651379856,-729.6036240326443,0.019967464779486275,0.03648059045607396,1.8270016178294486,19,1,180
ME3 BM4,1936-07-31 23:59:59.999999,1951-06-30 23:59:59.999999,180,half_normal,ff3,0.9866484171099698,0.013466583434497586,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,498.20828406798563,-984.4165681359713,-965.25882703063,0.0114257221566171,0.01692656724820879,1.4814439749356172,20,1,180
ME3 BM4,1946-07-31 23:59:59.999999,1961-06-30 23:59:59.999999,180,half_normal,ff3,0.9996773094346941,0.0003227426552424566,False,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,553.8414519040163,-1095.6829038080325,-1076.5251627026912,0.01115210494325429,0.00040449850085107246,0.036271045054659966,,,180
ME3 BM4,1956-07-31 23:59:59.999999,1971-06-30 23:59:59.999999,180,half_normal,ff3,0.9998208042847198,0.00017921177389113594,False,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,538.9862242714455,-1065.972448542891,-1046.8147074375497,0.01211461006770693,0.0002246088590778105,0.01854032922417657,,,180
ME3 BM4,1966-07-31 23:59:59.999999,1981-06-30 23:59:59.999999,180,half_normal,ff3,0.9997425581691721,0.00025747497950044716,False,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,538.4202274618332,-1064.8404549236664,-1045.682713818325,0.012151297805023203,0.00032269734976512695,0.026556616004566005,,,180
ME3 BM4,1976-07-31 23:59:59.999999,1991-06-30 23:59:59.999999,180,half_normal,ff3,0.995805284728947,0.004203907559619402,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,542.7223517637628,-1073.4447035275257,-1054.2869624221844,0.011433954003734686,0.005268435493897429,0.46077109389950266,20,1,180
ME3 BM4,1986-07-31 23:59:59.999999,2001-06-30 23:59:59.999999,180,half_normal,ff3,0.9957083083672557,0.0043011502697700545,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,490.2391566674023,-968.4783133348046,-949.3205722294633,0.015551100702137454,0.005391386621796849,0.3466884257945689,21,1,180
ME3 BM4,1996-07-31 23:59:59.999999,2011-06-30 23:59:59.999999,180,half_normal,ff3,0.9998095522396464,0.0001904658984051246,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,455.2281654014248,-898.4563308028496,-879.2985896975083,0.01929172157068489,0.00023871366719209326,0.012373891377057569,12,3,180
ME3 BM4,2006-07-31 23:59:59.999999,2021-06-30 23:59:59.999999,180,half_normal,ff3,0.9998095561248296,0.00019046201295215478,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,509.19994207654213,-1006.3998841530843,-987.242143047743,0.01429453536066517,0.00023870874438129038,0.016699300701872026,12,3,180
ME3 BM5,1926-07-31 23:59:59.999999,1941-06-30 23:59:59.999999,180,half_normal,ff3,0.9998286343051376,0.00017138037971979673,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,315.0035994411795,-618.007198882359,-598.8494577770177,0.04204706640218954,0.00021479344689457122,0.005108405063031607,5,4,180
ME3 BM5,1936-07-31 23:59:59.999999,1951-06-30 23:59:59.999999,180,half_normal,ff3,0.999828635405815,0.0001713792790428968,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,425.0419170059689,-838.0838340119378,-818.9260929065965,0.022815878724546726,0.0002147920781767279,0.009414148837740857,6,4,180
ME3 BM5,1946-07-31 23:59:59.999999,1961-06-30 23:59:59.999999,180,half_normal,ff3,0.9998286379843945,0.0001713767004619412,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,512.0914801414909,-1012.1829602829819,-993.0252191776406,0.014066851886414735,0.00021478884444737885,0.015269148078171937,8,4,180
ME3 BM5,1956-07-31 23:59:59.999999,1971-06-30 23:59:59.999999,180,half_normal,ff3,0.9998286384304008,0.0001713762544186778,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,517.1888242904257,-1022.3776485808514,-1003.2199074755101,0.013674063782049141,0.00021478827682559507,0.015707713540693148,8,4,180
ME3 BM5,1966-07-31 23:59:59.999999,1981-06-30 23:59:59.999999,180,half_normal,ff3,0.9998286358678213,0.0001713788172119824,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,484.86883432535353,-957.7376686507071,-938.5799275453658,0.016363989545528625,0.00021479150153105457,0.013125864015828905,8,4,180
ME3 BM5,1976-07-31 23:59:59.999999,1991-06-30 23:59:59.999999,180,half_normal,ff3,0.9998286378843358,0.00017137680051751704,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,509.4103886046568,-1006.8207772093136,-987.6630361039723,0.014277972386044923,0.00021478896938658234,0.015043380360961747,8,4,180
ME3 BM5,1986-07-31 23:59:59.999999,2001-06-30 23:59:59.999999,180,half_normal,ff3,0.9998286347740162,0.00017137991113232778,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,471.42166382244255,-930.8433276448851,-911.6855865395438,0.017633004288425194,0.00021479287380053998,0.012181297655643181,8,4,180
ME3 BM5,1996-07-31 23:59:59.999999,2011-06-30 23:59:59.999999,180,half_normal,ff3,0.9998286327236396,0.00017138196166998889,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,422.01457291257907,-832.0291458251581,-812.8714047198168,0.023202963337103834,0.00021479544608301858,0.009257241972172555,9,4,180
ME3 BM5,2006-07-31 23:59:59.999999,2021-06-30 23:59:59.999999,180,half_normal,ff3,0.9998286336933974,0.00017138099186900682,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,456.8654074924192,-901.7308149848384,-882.5730738794971,0.019118187010412162,0.00021479422026744,0.011235072664079424,9,4,180
ME4 BM1,1926-07-31 23:59:59.999999,1941-06-30 23:59:59.999999,180,half_normal,ff3,0.9996747209220322,0.0003253319964248974,False,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,431.24599094343955,-850.4919818868791,-831.3342407815378,0.02204143942540401,0.00040774331588345976,0.018498942288383963,,,180
ME4 BM1,1936-07-31 23:59:59.999999,1951-06-30 23:59:59.999999,180,half_normal,ff3,0.9928400224480618,0.0071879211125556,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,506.22370502807627,-1000.4474100561525,-981.2896689508112,0.013482177066284004,0.009010967814257852,0.6683614797488697,19,1,180
ME4 BM1,1946-07-31 23:59:59.999999,1961-06-30 23:59:59.999999,180,half_normal,ff3,0.9989546566063034,0.0010458918544614109,False,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,561.4767905586864,-1110.9535811173728,-1091.7958400120315,0.010664531925694712,0.001310854923430992,0.12291724874231647,,,180
ME4 BM1,1956-07-31 23:59:59.999999,1971-06-30 23:59:59.999999,180,half_normal,ff3,0.9902407382292476,0.009817015911077268,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,526.767546210993,-1041.535092421986,-1022.3773513166448,0.010672936370170688,0.012322950192783564,1.1545979255741114,22,1,180
ME4 BM1,1966-07-31 23:59:59.999999,1981-06-30 23:59:59.999999,180,half_normal,ff3,0.9996785751735928,0.0003214765022742233,False,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,502.2406248440863,-992.4812496881726,-973.3235085828313,0.014857734371957514,0.0004029114999921137,0.02711796360773341,,,180
ME4 BM1,1976-07-31 23:59:59.999999,1991-06-30 23:59:59.999999,180,half_normal,ff3,0.9992500424217525,0.0007502393214207161,False,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,547.2030034446179,-1082.4060068892359,-1063.2482657838946,0.011562806813511314,0.0009403047115463671,0.08132149284441964,,,180
ME4 BM1,1986-07-31 23:59:59.999999,2001-06-30 23:59:59.999999,180,half_normal,ff3,0.9998376337946568,0.00016237938850170467,False,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,465.67374771759427,-919.3474954351885,-900.1897543298472,0.018207596854181444,0.0002035123425376197,0.011177331317662733,,,180
ME4 BM1,1996-07-31 23:59:59.999999,2011-06-30 23:59:59.999999,180,half_normal,ff3,0.9998465184809403,0.0001534932988429574,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,471.6128701619856,-931.2257403239712,-912.0679992186299,0.017615057764955686,0.00019237539283781152,0.010921076467914466,4,5,180
ME4 BM1,2006-07-31 23:59:59.999999,2021-06-30 23:59:59.999999,180,half_normal,ff3,0.999846520594539,0.00015349118516433028,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,525.8932111513789,-1039.7864223027577,-1020.6286811974164,0.013028628422886138,0.00019237266610114758,0.014765381270926803,4,5,180
ME4 BM2,1926-07-31 23:59:59.999999,1941-06-30 23:59:59.999999,180,half_normal,ff3,0.9998835664034974,0.00011644037547220524,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,416.7161309157152,-821.4322618314304,-802.2745207260891,0.02389608566044639,0.0001459363750985205,0.006107124705368768,2,5,180
ME4 BM2,1936-07-31 23:59:59.999999,1951-06-30 23:59:59.999999,180,half_normal,ff3,0.9998835674982184,0.00011643928077767828,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,539.7416672018921,-1067.4833344037843,-1048.325593298443,0.012064021271220216,0.00014593499532009052,0.01209671236805851,2,5,180
ME4 BM2,1946-07-31 23:59:59.999999,1961-06-30 23:59:59.999999,180,half_normal,ff3,0.999883569676954,0.00011643710196972743,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,596.4366452141979,-1180.8732904283959,-1161.7155493230546,0.008804208185644752,0.00014593226119530097,0.016575285149804077,2,5,180
ME4 BM2,1956-07-31 23:59:59.999999,1971-06-30 23:59:59.999999,180,half_normal,ff3,0.9998835658123678,0.00011644096678497501,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,520.3014753372928,-1028.6029506745856,-1009.4452095692443,0.013439706887308571,0.00014593710543438527,0.010858652399048754,2,5,180
ME4 BM2,1966-07-31 23:59:59.999999,1981-06-30 23:59:59.999999,180,half_normal,ff3,0.9998835647769649,0.00011644200224560471,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,478.0850163378715,-944.170032675743,-925.0122915704017,0.01699253731352489,0.0001459384045680909,0.008588382174799404,2,5,180
ME4 BM2,1976-07-31 23:59:59.999999,1991-06-30 23:59:59.999999,180,half_normal,ff3,0.9998835661781088,0.00011644060105680971,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,546.5299206455102,-1081.0598412910203,-1061.902100185679,0.011617505165153042,0.00014593665569575146,0.012561789611550302,2,5,180
ME4 BM2,1986-07-31 23:59:59.999999,2001-06-30 23:59:59.999999,180,half_normal,ff3,0.9998835632582348,0.00011644352114384173,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,470.36836897886076,-928.7367379577215,-909.5789968523802,0.017736891422212603,0.00014594031210909877,0.008228065935293035,2,5,180
ME4 BM2,1996-07-31 23:59:59.999999,2011-06-30 23:59:59.999999,180,half_normal,ff3,0.9998835630905953,0.00011644368878895672,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,455.99846487483546,-899.9969297496709,-880.8391886443296,0.019210899486579856,0.00014594051629122868,0.007596756018279011,2,5,180
ME4 BM2,2006-07-31 23:59:59.999999,2021-06-30 23:59:59.999999,180,half_normal,ff3,0.9998835643693831,0.00011644240994766446,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,525.8289945250226,-1039.6579890500452,-1020.5002479447039,0.013033747311136896,0.00014593891947544565,0.011197003900079126,2,5,180
ME4 BM3,1926-07-31 23:59:59.999999,1941-06-30 23:59:59.999999,180,half_normal,ff3,0.9998347163916544,0.00016529726935022492,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,393.3802386113895,-774.760477222779,-755.6027361174376,0.02720390185246232,0.00020716945870969072,0.0076154317800899984,4,5,180
ME4 BM3,1936-07-31 23:59:59.999999,1951-06-30 23:59:59.999999,180,half_normal,ff3,0.9998347183076846,0.00016529535332505631,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,490.4491947540625,-968.898389508125,-949.7406484027837,0.015864202902859868,0.00020716699668950743,0.013058771244798002,5,4,180
ME4 BM3,1946-07-31 23:59:59.999999,1961-06-30 23:59:59.999999,180,half_normal,ff3,0.9998347218328977,0.00016529182795065988,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,547.3723168777344,-1082.7446337554688,-1063.5868926501275,0.011562894541544804,0.0002071625923019179,0.017916153395466403,6,4,180
ME4 BM3,1956-07-31 23:59:59.999999,1971-06-30 23:59:59.999999,180,half_normal,ff3,0.9998347210354145,0.0001652926254969016,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,540.2259636397123,-1068.4519272794246,-1049.2941861740833,0.012031417243379389,0.00020716356303510363,0.017218550304129877,6,4,180
ME4 BM3,1966-07-31 23:59:59.999999,1981-06-30 23:59:59.999999,180,half_normal,ff3,0.9998347178986705,0.00016529576248885651,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,505.16549979941647,-998.3309995988329,-979.1732584934916,0.014618852392036868,0.00020716749380366822,0.014171255598456948,6,4,180
