portfolio,window_start,window_end,window_length,model_type,factor_model,AE,u_hat,convergence_status,message,log_likelihood,AIC,BIC,sigma_v,sigma_u,lambda,rank,quintile,sensitivity_window
ME4 BM4,1966-07-31 23:59:59.999999,1971-06-30 23:59:59.999999,60,half_normal,ff3,0.9998796984964377,0.00012030874054840931,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,171.95728634900507,-331.91457269801015,-319.34850532467755,0.013774793922208817,0.00015078464639848479,0.010946417583451306,2,5,60
ME4 BM4,1976-07-31 23:59:59.999999,1981-06-30 23:59:59.999999,60,half_normal,ff3,0.9998796978160815,0.00012030942095297414,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,165.471511150086,-318.943022300172,-306.3769549268394,0.015347292935380548,0.0001507854930177906,0.00982489183288999,2,5,60
ME4 BM4,1986-07-31 23:59:59.999999,1991-06-30 23:59:59.999999,60,half_normal,ff3,0.9998796989255347,0.00012030831144796246,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,179.16488514677621,-346.32977029355243,-333.7637029202198,0.012215692768452044,0.0001507841119839084,0.012343476120594638,2,5,60
ME4 BM4,1996-07-31 23:59:59.999999,2001-06-30 23:59:59.999999,60,half_normal,ff3,0.9998796957050433,0.00012031153217452562,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,145.98393373748542,-279.96786747497083,-267.40180010163823,0.021236894710065964,0.0001507881443582587,0.00710029156413284,3,5,60
ME4 BM4,2006-07-31 23:59:59.999999,2011-06-30 23:59:59.999999,60,half_normal,ff3,0.9998796964471972,0.00012031078998744663,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,162.63771473227348,-313.27542946454696,-300.70936209121436,0.016089586693520418,0.00015078721396476818,0.009371726995665653,3,5,60
ME4 BM4,2016-07-31 23:59:59.999999,2021-06-30 23:59:59.999999,60,half_normal,ff3,0.9998796957620317,0.00012031147519978154,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,153.08968385106365,-294.1793677021273,-281.6133003287947,0.018865036197128558,0.00015078807110247995,0.007992991347953594,3,5,60
ME4 BM5,1936-07-31 23:59:59.999999,1941-06-30 23:59:59.999999,60,half_normal,ff3,0.9984589488838826,0.0015422406536555013,False,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,121.30389366677687,-230.60778733355374,-218.04171996022114,0.032020594785560554,0.0019329107152187015,0.06036460996940422,,,60
ME4 BM5,1946-07-31 23:59:59.999999,1951-06-30 23:59:59.999999,60,half_normal,ff3,0.9927616726797492,0.007266436908997741,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,161.75415392602773,-311.50830785205545,-298.94224047872285,0.015379710063647667,0.00910783895710092,0.5921983522061779,16,1,60
ME4 BM5,1956-07-31 23:59:59.999999,1961-06-30 23:59:59.999999,60,half_normal,ff3,0.9722504824420821,0.028384171906886555,False,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,155.92594298135123,-299.85188596270245,-287.28581858936985,3.389606373505683e-06,0.03582534419332799,10569.175368960558,,,60
ME4 BM5,1966-07-31 23:59:59.999999,1971-06-30 23:59:59.999999,60,half_normal,ff3,0.9996887990901347,0.0003112493480579912,False,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,158.62071539268135,-305.2414307853627,-292.6753634120301,0.017202487956163748,0.00039009380825470535,0.022676592435278094,,,60
ME4 BM5,1976-07-31 23:59:59.999999,1981-06-30 23:59:59.999999,60,half_normal,ff3,0.9997326633459876,0.0002673723981954943,False,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,164.18818283230516,-316.3763656646103,-303.8102982912777,0.015678012714360024,0.00033510236716293937,0.02137403338472916,,,60
ME4 BM5,1986-07-31 23:59:59.999999,1991-06-30 23:59:59.999999,60,half_normal,ff3,0.9820268303710246,0.01821023214458526,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,165.85061692050755,-319.7012338410151,-307.1351664676825,0.007869061027568462,0.022851037583579144,2.903909056432888,18,1,60
ME4 BM5,1996-07-31 23:59:59.999999,2001-06-30 23:59:59.999999,60,half_normal,ff3,0.9801325135817499,0.020119758506943846,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,141.64901828357353,-271.29803656714705,-258.73196919381445,0.017244962245301608,0.025148891507157968,1.4583326509752021,21,1,60
ME4 BM5,2006-07-31 23:59:59.999999,2011-06-30 23:59:59.999999,60,half_normal,ff3,0.9827215409409912,0.01746968275037296,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,146.25668900876258,-280.51337801752516,-267.94731064419256,0.01656831602859372,0.022092151385081644,1.3333975128766766,22,1,60
ME4 BM5,2016-07-31 23:59:59.999999,2021-06-30 23:59:59.999999,60,half_normal,ff3,0.9920583618434335,0.007975464096259925,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,156.52972628887218,-301.05945257774437,-288.49338520441177,0.016768782830438703,0.00999204945142246,0.5958720768501389,21,1,60
ME5 BM2,1936-07-31 23:59:59.999999,1941-06-30 23:59:59.999999,60,half_normal,ff3,0.9884702858651924,0.011616423908050934,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,178.83185773059006,-345.6637154611801,-333.0976480878475,0.008780218581085648,0.014505537581046259,1.6520702129550735,9,3,60
ME5 BM2,1946-07-31 23:59:59.999999,1951-06-30 23:59:59.999999,60,half_normal,ff3,0.9996521852813113,0.0003478752459069033,False,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,193.7074213317674,-375.4148426635348,-362.8487752902022,0.00958231414585927,0.0004359980228007233,0.045500284812633456,,,60
ME5 BM2,1956-07-31 23:59:59.999999,1961-06-30 23:59:59.999999,60,half_normal,ff3,0.9897191900164354,0.0103580109823044,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,194.2301483892561,-376.4602967785122,-363.8942294051796,0.005622821702888499,0.013212957190895581,2.349880164990463,16,1,60
ME5 BM2,1966-07-31 23:59:59.999999,1971-06-30 23:59:59.999999,60,half_normal,ff3,0.9933530700340807,0.006673111926608233,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,195.6523561033324,-379.3047122066648,-366.7386448333322,0.007810586991546125,0.008360479292891406,1.0704034539197198,14,2,60
ME5 BM2,1976-07-31 23:59:59.999999,1981-06-30 23:59:59.999999,60,half_normal,ff3,0.996070379111117,0.003937645095415449,False,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180.7038509500334,-349.4077019000668,-336.8416345267342,0.01152910961457037,0.004934964526125584,0.42804385517237403,,,60
ME5 BM2,1986-07-31 23:59:59.999999,1991-06-30 23:59:59.999999,60,half_normal,ff3,0.9997823245550606,0.00021769914306169272,False,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,188.99488985046585,-365.9897797009317,-353.4237123275991,0.010367618440873421,0.000272845592499587,0.02631709433131888,,,60
ME5 BM2,1996-07-31 23:59:59.999999,2001-06-30 23:59:59.999999,60,half_normal,ff3,0.9916429116308317,0.008395040581156274,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,157.98113837542775,-303.9622767508555,-291.3962093775229,0.016192039416471862,0.010523911701948892,0.6499435575263676,19,1,60
ME5 BM2,2006-07-31 23:59:59.999999,2011-06-30 23:59:59.999999,60,half_normal,ff3,0.9967890671186769,0.003216256021299377,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,186.9584366982173,-361.9168733964346,-349.350806023102,0.010448850331667748,0.004031384532593094,0.38582087068230037,20,1,60
ME5 BM2,2016-07-31 23:59:59.999999,2021-06-30 23:59:59.999999,60,half_normal,ff3,0.9968127813266515,0.0031925069478842025,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,194.84113162772897,-377.68226325545794,-365.11619588212534,0.00909179281669522,0.0040012592444881746,0.44009573525924167,20,1,60
ME5 BM3,1936-07-31 23:59:59.999999,1941-06-30 23:59:59.999999,60,half_normal,ff3,0.9970573457984074,0.002947051707909301,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,169.05593338241485,-326.1118667648297,-313.5457993914971,0.014285148559923773,0.0036935730063532663,0.25856034964280245,6,4,60
ME5 BM3,1946-07-31 23:59:59.999999,1951-06-30 23:59:59.999999,60,half_normal,ff3,0.9970640281033085,0.0029403526497422524,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,171.75857328229958,-331.51714656459916,-318.95107919126656,0.013645996771653214,0.0036857098367617637,0.2700945851326945,12,2,60
ME5 BM3,1956-07-31 23:59:59.999999,1961-06-30 23:59:59.999999,60,half_normal,ff3,0.9998954984457431,0.0001045070150247207,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,171.4340305427538,-330.8680610855076,-318.301993712175,0.013894944636364764,0.00013098013529844505,0.009426459674812527,1,5,60
ME5 BM3,1966-07-31 23:59:59.999999,1971-06-30 23:59:59.999999,60,half_normal,ff3,0.9998954978881855,0.00010450757261471772,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,162.2644266517747,-312.5288533035494,-299.9627859302168,0.016194657238978772,0.00013098083460005586,0.00808790409498753,1,5,60
ME5 BM3,1976-07-31 23:59:59.999999,1981-06-30 23:59:59.999999,60,half_normal,ff3,0.999895497522222,0.0001045079385937295,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,151.39517534832672,-290.79035069665343,-278.22428332332083,0.019405486453205653,0.00013098127787975652,0.006749703399376484,1,5,60
ME5 BM3,1986-07-31 23:59:59.999999,1991-06-30 23:59:59.999999,60,half_normal,ff3,0.9998954982728608,0.00010450718794468548,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,176.71784907861226,-341.4356981572245,-328.8696307838919,0.012724131160483704,0.00013098033804149025,0.010293853182546971,1,5,60
ME5 BM3,1996-07-31 23:59:59.999999,2001-06-30 23:59:59.999999,60,half_normal,ff3,0.9998954966657104,0.00010450879517706362,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,138.647462513329,-265.294925026658,-252.7288576533254,0.023999197413907214,0.00013098235063575492,0.005457780457268642,1,5,60
ME5 BM3,2006-07-31 23:59:59.999999,2011-06-30 23:59:59.999999,60,half_normal,ff3,0.999895497657606,0.00010450780326733803,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,177.5497201670439,-343.0994403340878,-330.5333729607552,0.012548914806679528,0.000130981108697462,0.010437644267673527,1,5,60
ME5 BM3,2016-07-31 23:59:59.999999,2021-06-30 23:59:59.999999,60,half_normal,ff3,0.9998954974952471,0.00010450796563460295,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,175.31659970303775,-338.6331994060755,-326.0671320327429,0.013023278650862818,0.0001309813162157687,0.01005747628743941,1,5,60
ME5 BM4,1936-07-31 23:59:59.999999,1941-06-30 23:59:59.999999,60,half_normal,ff3,0.980678713306052,0.01959733444961775,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,167.06839007270523,-322.13678014541046,-309.57071277207785,0.006151033707609033,0.024248090794492253,3.942116390046206,11,2,60
ME5 BM4,1946-07-31 23:59:59.999999,1951-06-30 23:59:59.999999,60,half_normal,ff3,0.9992220213602052,0.0007782819128013746,False,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,185.27038839366529,-358.54077678733057,-345.97470941399797,0.011018334294090819,0.000975434757605468,0.08852833210266618,,,60
ME5 BM4,1956-07-31 23:59:59.999999,1961-06-30 23:59:59.999999,60,half_normal,ff3,0.9996884031486366,0.00031164541671144615,False,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,175.13461001768755,-338.2692200353751,-325.7031526620425,0.013061428740932796,0.0003905894345858164,0.029904035946830273,,,60
ME5 BM4,1966-07-31 23:59:59.999999,1971-06-30 23:59:59.999999,60,half_normal,ff3,0.9998723469104817,0.00012766123812552727,False,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,175.81882568431982,-339.63765136863964,-327.07158399530704,0.012916958538803612,0.0001599996521615186,0.012386789946012942,,,60
ME5 BM4,1976-07-31 23:59:59.999999,1981-06-30 23:59:59.999999,60,half_normal,ff3,0.9998229767553578,0.00017703891603815743,False,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,175.07448066766395,-338.1489613353279,-325.5828939619953,0.01307701740591599,0.00022188542409627875,0.01696758650760063,,,60
ME5 BM4,1986-07-31 23:59:59.999999,1991-06-30 23:59:59.999999,60,half_normal,ff3,0.9998403635999658,0.0001596491442180176,False,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,187.66453015456003,-363.32906030912005,-350.76299293578745,0.01060180684432987,0.00020009061436952627,0.018873255974903948,,,60
ME5 BM4,1996-07-31 23:59:59.999999,2001-06-30 23:59:59.999999,60,half_normal,ff3,0.9998948191692768,0.00010518636267670078,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,156.26500558021073,-300.53001116042145,-287.96394378708885,0.017892115366048615,0.00013183156673246977,0.007368137530715247,2,5,60
ME5 BM4,2006-07-31 23:59:59.999999,2011-06-30 23:59:59.999999,60,half_normal,ff3,0.9998948193377486,0.00010518619420362434,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,163.1087716686852,-314.2175433373704,-301.6514759640378,0.015963820704095747,0.00013183134379648204,0.008258132325594136,2,5,60
ME5 BM4,2016-07-31 23:59:59.999999,2021-06-30 23:59:59.999999,60,half_normal,ff3,0.9998948202924746,0.0001051852394401618,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,180.8581932402919,-349.7163864805838,-337.1503191072512,0.01187567930087364,0.0001318301479880529,0.011100851130120595,2,5,60
SMALL HiBM,1936-07-31 23:59:59.999999,1941-06-30 23:59:59.999999,60,half_normal,ff3,0.9997771311658604,0.0002228936734572307,False,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,119.55866206103151,-227.11732412206302,-214.55125674873042,0.03298732483760756,0.00027935583735236525,0.008468581151323996,,,60
SMALL HiBM,1946-07-31 23:59:59.999999,1951-06-30 23:59:59.999999,60,half_normal,ff3,0.9998475019917504,0.0001525096380345507,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,187.61275227354463,-363.22550454708926,-350.65943717375666,0.010610585754257008,0.00019114255342162617,0.018014326244424256,4,5,60
SMALL HiBM,1956-07-31 23:59:59.999999,1961-06-30 23:59:59.999999,60,half_normal,ff3,0.9998475038221788,0.0001525078075018164,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,193.66221782654932,-375.32443565309865,-362.75836827976605,0.009592619721557708,0.00019114022518929662,0.019925758628765708,6,4,60
SMALL HiBM,1966-07-31 23:59:59.999999,1971-06-30 23:59:59.999999,60,half_normal,ff3,0.9998475023452263,0.00015250928458075428,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,190.3775470202896,-368.7550940405792,-356.1890266672466,0.010133001187666022,0.00019114204016570672,0.01886331962522283,6,4,60
SMALL HiBM,1976-07-31 23:59:59.999999,1981-06-30 23:59:59.999999,60,half_normal,ff3,0.9998475053568672,0.00015250627275206034,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,198.70010328624778,-385.40020657249556,-372.83413919916296,0.00882042114323644,0.0001911382856239756,0.021669972728064323,6,4,60
SMALL HiBM,1986-07-31 23:59:59.999999,1991-06-30 23:59:59.999999,60,half_normal,ff3,0.9998474962596713,0.00015251537074426248,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,176.36023748359787,-340.72047496719574,-328.15440759386314,0.012799948682321557,0.00019114967077568375,0.014933627901156122,6,4,60
SMALL HiBM,1996-07-31 23:59:59.999999,2001-06-30 23:59:59.999999,60,half_normal,ff3,0.9998474925116217,0.00015251911906776213,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,152.26731823358907,-292.53463646717813,-279.96856909384553,0.019125283249406214,0.00019115437138194385,0.009994851782803198,7,4,60
SMALL HiBM,2006-07-31 23:59:59.999999,2011-06-30 23:59:59.999999,60,half_normal,ff3,0.9998474955927353,0.0001525160378795672,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,181.37560051424305,-350.7512010284861,-338.1851336551535,0.01177337899131849,0.0001911505061163117,0.016235823739069573,7,4,60
SMALL HiBM,2016-07-31 23:59:59.999999,2021-06-30 23:59:59.999999,60,half_normal,ff3,0.999847488170867,0.00015252346028526629,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,99.23277348676172,-186.46554697352343,-173.89947960019083,0.04629105540637834,0.00019115981007475745,0.004129519372513982,7,4,60
SMALL LoBM,1936-07-31 23:59:59.999999,1941-06-30 23:59:59.999999,60,half_normal,ff3,0.9995333010423061,0.0004668078967224156,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,65.60346740070273,-119.20693480140545,-106.64086742807285,0.08107839028619497,0.0005850569666318534,0.007215942060106115,5,4,60
SMALL LoBM,1946-07-31 23:59:59.999999,1951-06-30 23:59:59.999999,60,half_normal,ff3,0.9995332887794953,0.00046682017229554513,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,123.81332382627951,-235.62664765255903,-223.06058027922643,0.030729160102461295,0.0005850722485721557,0.019039643342718418,11,3,60
SMALL LoBM,1956-07-31 23:59:59.999999,1961-06-30 23:59:59.999999,60,half_normal,ff3,0.9995332665836183,0.00046684237368542096,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,97.30815289207246,-182.6163057841449,-170.0502384108123,0.04779817157833104,0.0005851001749839224,0.012241057673619745,13,2,60
SMALL LoBM,1966-07-31 23:59:59.999999,1971-06-30 23:59:59.999999,60,half_normal,ff3,0.999533248107624,0.00046686088092471435,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,158.62360424063408,-305.24720848126816,-292.68114110793556,0.017199502847820743,0.0005851235563558101,0.034019794730866186,13,2,60
SMALL LoBM,1976-07-31 23:59:59.999999,1981-06-30 23:59:59.999999,60,half_normal,ff3,0.9995332328797606,0.000466876113690487,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,156.05579760416586,-300.1115952083317,-287.5455278349991,0.017951886986166746,0.0005851426911673692,0.03259505207548737,13,2,60
SMALL LoBM,1986-07-31 23:59:59.999999,1991-06-30 23:59:59.999999,60,half_normal,ff3,0.9995332531290513,0.00046685586155972825,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,163.1708919705819,-314.3417839411638,-301.7757165678312,0.015943601909641843,0.0005851171054600541,0.036699179318207036,13,2,60
SMALL LoBM,1996-07-31 23:59:59.999999,2001-06-30 23:59:59.999999,60,half_normal,ff3,0.999533183274058,0.0004669257253093168,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,117.22781570873909,-222.45563141747817,-209.88956404414557,0.034293626247262225,0.0005852047001896502,0.017064532516049363,18,1,60
SMALL LoBM,2006-07-31 23:59:59.999999,2011-06-30 23:59:59.999999,60,half_normal,ff3,0.9995332113150028,0.00046689768570495747,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,152.0879541777058,-292.1759083554116,-279.609840982079,0.01917963396830597,0.0005851695574863335,0.030509943956871993,19,1,60
SMALL LoBM,2016-07-31 23:59:59.999999,2021-06-30 23:59:59.999999,60,half_normal,ff3,0.9995331525719974,0.00046695644569423475,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,131.26249273840878,-250.52498547681756,-237.95891810348496,0.027140545732506117,0.0005852431582954016,0.021563426323976172,19,1,60
BIG HiBM,1931-07-31 23:59:59.999999,1941-06-30 23:59:59.999999,120,half_normal,ff3,0.9997487117450767,0.0002513198332731759,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,162.58015218299187,-313.16030436598373,-296.43535390929145,0.06242549122276549,0.0003149827176096997,0.0050457387109006996,9,4,120
BIG HiBM,1941-07-31 23:59:59.999999,1951-06-30 23:59:59.999999,120,half_normal,ff3,0.9997487117812229,0.00025131979895997425,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,311.70834041381806,-611.4166808276361,-594.6917303709439,0.018014744002554407,0.00031498264760036326,0.017484714051762277,12,2,120
BIG HiBM,1951-07-31 23:59:59.999999,1961-06-30 23:59:59.999999,120,half_normal,ff3,0.9997487160543271,0.00025131552546924754,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,329.2777845053374,-646.5555690106748,-629.8306185539826,0.015560792868698561,0.00031497728462337573,0.020241724652538165,13,3,120
BIG HiBM,1961-07-31 23:59:59.999999,1971-06-30 23:59:59.999999,120,half_normal,ff3,0.9997487170626534,0.0002513145172115354,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,336.2693943344783,-660.5387886689566,-643.8138382122644,0.014679907636277792,0.0003149760343184837,0.02145626812665345,13,3,120
BIG HiBM,1971-07-31 23:59:59.999999,1981-06-30 23:59:59.999999,120,half_normal,ff3,0.9997487006660594,0.0002513309159811647,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,274.3542802983015,-536.708560596603,-519.9836101399108,0.024592785494888577,0.0003149965689302589,0.012808494954576356,13,3,120
BIG HiBM,1981-07-31 23:59:59.999999,1991-06-30 23:59:59.999999,120,half_normal,ff3,0.9997487111034089,0.00025132047845272023,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,345.6718337723649,-679.3436675447298,-662.6187170880376,0.013573522665253723,0.00031498352652015713,0.023205731797720418,13,2,120
BIG HiBM,1991-07-31 23:59:59.999999,2001-06-30 23:59:59.999999,120,half_normal,ff3,0.9997486766821553,0.00025135490608298953,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,282.9835639139584,-553.9671278279168,-537.2421773712246,0.02288722535040102,0.00031502666754822984,0.013764301383204149,13,3,120
BIG HiBM,2001-07-31 23:59:59.999999,2011-06-30 23:59:59.999999,120,half_normal,ff3,0.9997486709298847,0.00025136065909886577,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,232.6619341261506,-453.3238682523012,-436.59891779560894,0.03481076654224482,0.0003150338506299579,0.009049896969308236,15,3,120
BIG HiBM,2011-07-31 23:59:59.999999,2021-06-30 23:59:59.999999,120,half_normal,ff3,0.9997486753672398,0.00025135622156223275,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,293.1172706969899,-574.2345413939798,-557.5095909372876,0.021033914976435506,0.0003150282925061273,0.014977159166948069,16,2,120
BIG LoBM,1931-07-31 23:59:59.999999,1941-06-30 23:59:59.999999,120,half_normal,ff3,0.9927109935299618,0.007320612027606147,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,381.40732297121326,-750.8146459424265,-734.0896954857343,0.008452820753374612,0.009175315617242582,1.0854738181428405,16,2,120
BIG LoBM,1941-07-31 23:59:59.999999,1951-06-30 23:59:59.999999,120,half_normal,ff3,0.9995889633447891,0.0004111212511755556,False,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,426.7911420006445,-841.582284001289,-824.8573335445968,0.006898492778607885,0.0005152690880503066,0.07469299520732235,,,120
BIG LoBM,1951-07-31 23:59:59.999999,1961-06-30 23:59:59.999999,120,half_normal,ff3,0.9953076632644612,0.004705267017903545,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,427.0254552544374,-842.0509105088748,-825.3259600521826,0.0059110698737008405,0.005912718980693401,1.0002789862119372,20,1,120
BIG LoBM,1961-07-31 23:59:59.999999,1971-06-30 23:59:59.999999,120,half_normal,ff3,0.9994012185761331,0.0005989609675522886,False,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,380.48795055681217,-748.9759011136243,-732.2509506569321,0.010142626382097624,0.0007506953265030186,0.0740138991837502,,,120
BIG LoBM,1971-07-31 23:59:59.999999,1981-06-30 23:59:59.999999,120,half_normal,ff3,0.9992839497529358,0.0007163069458036924,False,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,340.39344999933405,-668.7868999986681,-652.0619495419759,0.01417983126137261,0.0008977582843250894,0.06331233903824228,,,120
BIG LoBM,1981-07-31 23:59:59.999999,1991-06-30 23:59:59.999999,120,half_normal,ff3,0.9998954410606709,0.0001045644061797427,False,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,378.9902362914687,-745.9804725829374,-729.2555221262452,0.010283576984571096,0.00013105207484634523,0.012743822022528585,,,120
BIG LoBM,1991-07-31 23:59:59.999999,2001-06-30 23:59:59.999999,120,half_normal,ff3,0.9893589261396804,0.01071628553871976,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,369.124909756468,-726.249819512936,-709.5248690562438,0.007858745578619045,0.013456557972641482,1.7123035525227037,22,1,120
BIG LoBM,2001-07-31 23:59:59.999999,2011-06-30 23:59:59.999999,120,half_normal,ff3,0.9998583601803801,0.00014164985298225434,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,431.9690029062309,-851.9380058124618,-835.2130553557696,0.00661287217054697,0.0001775320247715122,0.026846432260133647,4,5,120
BIG LoBM,2011-07-31 23:59:59.999999,2021-06-30 23:59:59.999999,120,half_normal,ff3,0.9998583537743012,0.00014165625950385676,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,409.6796731838598,-807.3593463677196,-790.6343959110274,0.007962410963231982,0.00017753980401366714,0.02229724198279799,4,5,120
ME1 BM2,1931-07-31 23:59:59.999999,1941-06-30 23:59:59.999999,120,half_normal,ff3,0.9994799650476957,0.0005201702189016922,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,120.90929939199691,-229.81859878399382,-213.09364832730154,0.08834154273222973,0.0006519367088241802,0.007379729724669315,14,3,120
ME1 BM2,1941-07-31 23:59:59.999999,1951-06-30 23:59:59.999999,120,half_normal,ff3,0.9994799767035788,0.000520158566895912,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,241.72149597744976,-471.4429919548995,-454.71804149820724,0.03227833946333483,0.0006519220691524213,0.02019688992653862,17,1,120
ME1 BM2,1951-07-31 23:59:59.999999,1961-06-30 23:59:59.999999,120,half_normal,ff3,0.9994799921127252,0.0005201431563786284,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,269.71923024532765,-527.4384604906553,-510.713510033963,0.025560267278350382,0.0006519028935075908,0.025504541341778316,18,2,120
ME1 BM2,1961-07-31 23:59:59.999999,1971-06-30 23:59:59.999999,120,half_normal,ff3,0.9994800481638507,0.0005200870973651481,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,316.66596599019306,-621.3319319803861,-604.6069815236939,0.017282206990905376,0.0006518329983337935,0.03771699984132903,19,1,120
